commit,timestamp,count_global,count_address,count_call
0d982f0f5201b3f430335c9882f89e8a019e0e12,2016-09-14 09:15:33 +0200,234,542,22
b27b781256872f1b289dba782031654a66414e0d,2016-09-14 08:08:08 +0100,235,542,22
2a184aae234f52de10fecd2473b8e9612d14a1c3,2016-09-14 04:00:21 +0000,235,542,22
e1b6319bc1671c7cff8ad6f4afb6701bf8447dbb,2016-09-13 18:07:40 -0500,235,542,22
e07c374f2d52507df1004df7acf0496570948a46,2016-09-13 18:07:40 -0500,235,542,22
b8e4f71ab1e35b013a1ef98965892adf8c5d6f88,2016-09-13 23:53:46 +0100,235,542,22
956e309409a9be55007f8729fc13d8e9f5bab308,2016-09-13 23:45:40 +0100,235,542,22
bb348acf57848d10e9a313a3af806189130136d2,2016-09-13 23:27:29 +0100,236,542,22
de8e5b9f55f70ec5a53eecef0892c25e994acc49,2016-09-13 23:25:00 +0100,236,544,22
d3b7a0cbb9fa8ab4294fec9b35e2c595a109c6ab,2016-09-13 20:25:06 +0100,236,546,23
c3da4f0ecc070ebe4876a7956833037c2c09aa28,2016-09-13 20:23:26 +0100,236,546,23
6e92df129966d86e918ff9e88a0c3f96975b72ea,2016-09-13 19:47:31 +0100,236,546,23
3191c421afde55c53d2184ac51bfd5786afdfde0,2016-09-13 19:45:24 +0100,236,546,23
bf7feefb7d7eece2a32a5e8cda27d2647d3560cb,2016-09-13 18:58:45 +0100,236,546,23
fdc001052539bc49c3436625ceabae42ac654271,2016-09-13 18:29:38 +0100,236,546,23
5e352a9dfe44e03fecca01d0ec74b4c10ae231ad,2016-09-13 18:27:57 +0100,236,546,23
97f231d945b4e3c6725fdcb72cf79946241b216a,2016-09-13 18:26:44 +0100,236,546,23
c0957efb37ef0325436892f424028c677a4fa729,2016-09-13 18:18:58 +0100,236,546,23
774c72e1d15dbfb018df86925bf9b8bbd4f56fd4,2016-09-13 18:14:47 +0100,236,546,23
f7caa55ee1dfa283b74d8ad35d513d949c44e7a5,2016-09-13 18:46:26 +0200,236,546,23
6486c4f6ea8b5380fae69837a28f865e75c84dc7,2016-09-13 18:28:44 +0200,236,546,23
73b7f3c9f4daa094921caa582f219f34c0c72541,2016-09-12 23:59:22 +0100,236,546,23
7cecdeba3f0a2f0bd1990f579f7f9d8e3fce7e7e,2016-09-12 21:12:38 +0100,236,546,23
aa346e2bef0d190418338976fddc69c3f969b7ed,2016-09-12 21:59:19 +0200,236,551,23
1511143ea9280d223bbc2959d76339050a075524,2016-09-12 20:57:36 +0100,236,551,23
148e6c3cd11cd94804b9250c8eb509a428f86411,2016-09-12 20:53:10 +0100,238,551,23
d8a2ee47b8cc7ba858fc629f720f7255a6c4be59,2016-09-12 20:51:57 +0100,239,551,23
44214ab2b81add562b05cb7dd47401da27a296f2,2016-09-12 20:43:43 +0100,250,551,23
8d5a553c0a48a8aeb08ad9c4b2939920d8d63642,2016-09-12 20:39:07 +0100,252,553,23
54612789f688e4a818efc94f560447afe82deb75,2016-09-12 20:38:25 +0100,261,562,23
6e562c37f910c4274955708a914fb374f5bacac1,2016-09-12 20:25:17 +0100,261,562,23
4225f29d94a16d58919988bcdc4267eb532d7504,2016-09-12 20:16:27 +0100,261,562,23
b4ca0c35088224f7946c4f191753d5b43bd7ffae,2016-09-12 20:11:43 +0100,260,562,23
a2bf35eee547426bfa9da17b03d81b89508972da,2016-09-12 19:51:30 +0100,260,562,23
788687537fee55fcacb4369a648924fb35634900,2016-09-12 19:10:38 +0100,260,562,23
a33e02f70a84f7b395d42465da1ef1406384ce11,2016-09-12 19:10:14 +0100,260,565,23
aa310f65443db6fd0899bb9a004a750cc194513a,2016-09-12 18:56:52 +0100,260,565,23
10c2a99e922b8a73f05f3bbb9dbe8417b81ccec5,2016-09-12 19:27:06 +0200,260,559,23
5603e11d49e13a231ac87b498e050af1dd266fad,2016-09-12 19:27:06 +0200,260,559,23
305a949745db753529ac54004f0c005582c5f442,2016-09-12 19:27:06 +0200,260,561,23
9f613213088bdbd33a9dd6f3bfa75d89231c0d09,2016-09-12 17:53:15 +0100,260,562,23
c5cdfb924d3cf1df9a9b8b7e57edd946c7d6ffb6,2016-09-12 16:59:58 +0100,260,562,23
f32bab35faaa6d58de830cb5ec966f6a7dd3d54b,2016-09-12 08:36:33 -0400,260,564,23
9b3470be3b5ec1fbbb25042e2c62e2d212b68065,2016-09-12 13:02:32 +0200,260,564,23
2232f639738fdc2593d9d8ef91308ceac702f64d,2016-09-12 13:02:32 +0200,267,564,23
70d35e91fb7bb41dadc7755b92da5b242acce889,2016-09-12 08:18:29 +0100,269,564,23
967130c0040be11d2bdf585cb14f0026db6ff944,2016-09-11 22:41:57 +0100,269,564,23
0ed526bb0d25cf93d9634028505b9cc30474221d,2016-09-11 22:30:13 +0100,269,564,23
f6daea7cef6fb2d44779477d97b32838bc6c8bb2,2016-09-11 21:20:48 +0200,269,564,23
84dc29b929ca9b32c5898bf58ea7e70e4651952e,2016-09-11 21:20:48 +0200,269,564,23
b0a8fb0a7c771d35e51e9f422c50758beabe4162,2016-09-11 11:20:39 +0100,269,564,23
64df46ba16d063ea96b2c9c35fa3671107ced51f,2016-09-11 01:02:16 +0100,269,564,23
7edcd11aa7e22a3c9e1a75dada547fa9d293276e,2016-09-11 00:40:51 +0100,269,571,23
65cd3705b1765a873c5f9f5c7a6f96d5293f115c,2016-09-11 00:23:18 +0100,269,574,23
4a6b2f2ef2ee431c24bcc88b8089001abde83131,2016-09-11 00:05:32 +0100,269,578,23
4ec6b85ff7e24183fdf75858dafb80608c819d42,2016-09-10 23:56:50 +0100,269,579,23
04af8fcd173bbfc49d9a1ceee357f7a8a492eb42,2016-09-10 23:50:31 +0100,269,581,23
5db4f4f2ee9d84dfd2e1dcfd43e556a923ff6819,2016-09-10 23:48:29 +0100,269,583,23
fe7800a508e2796af8a68edd6f9c0f314ee185cc,2016-09-10 23:42:19 +0100,269,589,23
2f8b307ab79843ba57b8eb12423b2c4bd85a72d9,2016-09-10 23:02:15 +0100,272,596,23
0553ed5b958fcf1d2a62d4786b2c6c915808551c,2016-09-10 23:01:42 +0100,293,596,23
07ce3c67ee2cdb20fadf63eaff2fc166a16026a6,2016-09-10 22:49:30 +0100,293,603,23
ab12cda49dbdb360d8239bbb9914686bb6b83351,2016-09-10 22:49:30 +0100,293,607,23
83de03b2605b51ad13401e6ed1f66ded6e3d958f,2016-09-10 22:49:30 +0100,293,608,23
b80377f5daa5253994818cfc2e4e908ff64c1cea,2016-09-10 22:45:54 +0100,293,624,23
e490070a11029980fefd065bcbb65ffb82903335,2016-09-10 23:43:46 +0200,1211,623,23
c5d947c1aae96fcd90953a91c37518a05240b248,2016-09-10 23:43:41 +0200,1225,623,23
ba453db01f530eea3beb559d1b219e290fcdbd30,2016-09-10 22:32:01 +0100,1232,623,23
e234dcbb10a35ddce87396a8df475fe830327860,2016-09-10 22:18:51 +0100,1262,628,23
51277227ebd5234099925d0a0cfee2b051bb8b1d,2016-09-10 21:57:43 +0100,1422,628,23
6af50c1135eaa7d3e4ccdfbee18bdb88d124631c,2016-09-10 21:50:21 +0100,1427,629,23
08e042cb78412a08bd004c765d60ce39f974d628,2016-09-10 21:45:39 +0100,1463,633,23
3c2569dbea969a105dadebd5cdb73dbe77ef176b,2016-09-10 22:00:35 +0200,1463,633,23
a2a067f0f16acb6a210d5287ff31826f8bda74bd,2016-09-10 22:00:34 +0200,1463,633,23
cce7d14b115fe9b39d07f4920c6b6f393899e438,2016-09-10 18:35:54 +0100,1463,633,23
ef7cd793a4166789c5c357c9f4312e05d0298cf3,2016-09-10 18:35:12 +0100,1477,633,23
653c77c9da5d498e12411bd552558b863310286e,2016-09-10 18:34:30 +0100,1480,633,23
4350e53392e9b8426a1aef768ce0ad7f3fed6269,2016-09-10 18:30:53 +0100,1482,635,23
f36485557d7e0608eab8602d66af1ce189c0e9cf,2016-09-10 18:21:05 +0100,1486,637,23
